letter,tags,headword,eng,rus,forms,variants
,"adj
прил.","пашма́н
paʃˈman",sad,грустный,,
,"n
сущ.","пашманде́ҳ
paʃmanˈdex",sadness,грусть,,
,"adv
нар.","па́штти
ˈpaʃtːi",almost,почти,,
,"intj
межд.","паь
ˈpah",wow,ничего себе,,
,"n
сущ.","паьлиго́н
pahliˈgon",ropewaler,канатоходец,паьлигонте,
,"n
сущ.","па́ьму
ˈpahmu",talent,талант,паьмубе,
,"n
сущ.","паьмука́р
pahmuˈkar",gifted person,талантливый человек,паьмукарте,
,"n
сущ.","пенже́кк
penˈʒekː",shirt,рубашка,пенжекке,
,"n
сущ.","первердига́н
perverdiˈgan",lord,всевышний,,
,"adj
прил.","перге́р
perˈger",wonderful,замечательный,,
,"n
сущ.","перу́ш
peˈruʃ",emmer,полба,,
,"n
сущ.","пешкке́ш
peʃˈkːeʃ",gift,дар,пешккеше,
,"n
сущ.","пивра́л
pivˈral",february,февраль,,
,"n
сущ.","пи́кре
ˈpikre",thought,мысль,пикунде,
,"v cls
гл. кл.","пи́кре бикьо́ра
ˌpikre biˈkʼora",to worry,переживать,,
,"v cls
гл. кл.","пи́кре бира́ра
ˌpikre biˈrara",to consider,обдумывать,"~ барара
~ барив",
,"v cls
гл. кл.","пи́кре бирга́ра
ˌpikre birˈgara",to ponder,размышлять,"~ бигара
~ бижив",
,"v cls
гл. кл.","пи́кре улҡа́на
ˌpikre ulˈqana",to think,думать,"~ буҡана
~ буҡун
~ булҡана",
,"n
сущ.","пиҡ
ˈpiq",bit,кусочек,пиҡне,
,"n
сущ.","пи́ҡьо
ˈpiqʼo",burrow,нора,"пиҡьон-
пиҡьне",
,"n adj
сущ. прил.","пилҡа́в
pilˈqav",mute,немой,,
,"n
сущ.","пи́нкка
ˈpinkːa",bayonet,штык-нож,"пинккан-
пинккне",
,"n
сущ.","пинт
ˈpint",hinge,"петля, шарнир",пинтре,
,"n adj
сущ. прил.","пи́нцьа
ˈpintsʼa","garbage
messy","мусор
грязный",пинцьан-,
,"n
сущ.","пинцьу́р
pinˈtsʼur",finch,зяблик,пинцьурте,
,"n
сущ.","пинцья́ҡҡ
pinˈtsʼæqː",sloven,грязнуля,пинцьяҡҡе,
,"n
сущ.","пир
ˈpir",shrine,святилище,пирте,
,"n
сущ.","пиржа́ҡьа
pirˈʒaqʼa",elephant,слон,пиржиҡьне,
,"n
сущ.","пи́рма
ˈpirma",firm,фирма,"пирмал-
пирмунде",
,"v cls
гл. кл.","пирпи́р бикьо́ра
pirˌpir biˈkʼora",to flutter,порхать,,
,"v cls
гл. кл.","пирпи́р кабирга́ра
pirˌpir kabirˈgara",to got overcooked,перевариться,"~ кабигара
~ кабижив",
,"n
сущ.","пирсидати́л
pirsidaˈtil",chairman,председатиль,пирсидатилте,
,"v cls
гл. кл.","пирх бирга́ра
ˌpirχ birˈgara",to flare,вспыхивать,"~ бигара
~ бижив",
,"n
сущ.","пис
ˈpis",pinch,щепотка,писре,
,"intj
межд.","пис-пис
pis-ˈpis",calling a cat,подзыв кошки,,
,"v
гл.","пис дира́ра
ˌpis diˈrara",to sprinkle,посыпать,"~ дарара
~ дарив",
,"adj
прил.","пи́сапяь
ˈpisːapæh",traceless,бесследный,,
,"adj
прил.","писи́
piˈsːi",sluggish,нерасторопный,,
,"n
сущ.","пи́скка
ˈpiskːa",blade,лезвие,"писккан-
писккне",
,"n
сущ.","писпья́пь
pisˈpʼæpʼ",insult,"оскорбление, брань",,
,"n
сущ.","писттра́
pistːˈra",chores,возня,,
,"n
сущ.","пису́кь
piˈsukʼ",sand sugar,песковой сахар,писукье,
,"n
сущ.","питна́
pitˈna",gossip,сплетни,,
,"n
сущ.","питня́ҡҡ
pitˈnæqː",gossipmonger,сплетник,питняҡҡе,
,"v cls
гл. кл.","пиҳ бирга́ра
ˌpix birˈgara",to be overly scrupulous,быть чрезмерно щепетильным,"~ бигара
~ бижив",
,"adj
прил.","пиҳа́
piˈxːa",stoutish,полноватый,,
,"n
сущ.","пич
ˈpitʃ",stove,печь,"пични
пичре",
,"n
сущ.","пичини́
pitʃiˈni",cookie,печенье,пичинте,
,"n
сущ.","пичя́т
piˈtʃæt",stamp,"штамп, печать",,
,"v cls
гл. кл.","пичя́т кабурҡа́ра
piˌtʃæt kaburˈqara",to print,печатать,"~ кабяҡара
~ кабяҡив",
,"n
сущ.","пи́ша
ˈpiʃa",trick,проделка,пишне,
,"n
сущ.","пиштт
ˈpiʃtː",small sneeze,маленький чих,,
,"n
сущ.","пишя́ҡь
piˈʃːæqʼ",wormy fruit,червивый плод,пишяҡье,
,"n
сущ.","пиьа́ла
piˈhala",piala,пиала,"пиьалан
пиьунде",
,"n
сущ.","пуйе́з
puˈjez",train,поезд,пуйезе,
,"n
сущ.","пукьа́л
puˈkʼal","scale
grain husk","чешуйка
шелуха зёрен",пукьле,
,"n
сущ.","пуҡлу́ҡ
puqˈluq",trash pit,мусорка,,
,"adj
прил.","пула́н
puˈlan",arbitrary,"некий, случайный",,
,"n
сущ.","пулу́с
puˈlus",plush,плюш,,
,"n
сущ.","пу́рма
ˈpurma",form,форма,пурмабе,
,"n
сущ.","пурма́н
purˈman",permission,разрешение,пурманте,
,"n
сущ.","пу́рпе
ˈpurpe",beech,бук,,
,"n
сущ.","пу́рпе чух
ˌpurpe ˈtʃuχ",beechnut,буковый орешек,,
,"n
сущ.","пурстти́н
pursˈtːin",bed sheet,простыня,пурсттинте,
,"n
сущ.","пурх
ˈpurχ",pollen,пыльца,,
,"v
гл.","пурх дира́ра
ˌpurχ diˈrara",to snort,фыркать,"~ дарара
~ дарив",
,"n
сущ.","пурчь
ˈpurtʃʼ",deceit,обман,пурчьне,
,"n
сущ.","пурчьня́ҡҡ
purtʃʼˈnæqː",deceiver,обманщик,пурчьняҡҡе,
,"n
сущ.","пуса́л
puˈsal","fuzzball
snowflake","катышек
снежинка",пусле,
,"n
сущ.","пусття́ҡь
pusˈtːæqʼ",popcorn,попкорн,,
,"adj
прил.","пусу́
puˈsːu",fluffy,пушистый,,
,"v cls
гл. кл.","пух утта́ра
ˌpuχ uˈtːara",to have diarrhea,поносить,"~ берттара
~ берттив",
,"n pl
сущ. мн.","пухне́
puχˈne",diarrhea,понос,,
,"n
сущ.","пухну́кь
puχˈnukʼ",asshole,засранец,пухнукье,
,"v cls
гл. кл.","пуҳ бирга́ра
ˌpux birˈgara",to inflate,надуваться,"~ бигара
~ бижив",
,"v cls
гл. кл.","пуҳ бирцца́ра
ˌpux birˈtsːara",to skulk,дуться,"~ биццара
~ биццур",
,"adj
прил.","пуч
ˈputʃ",nasty,гадкий,,
,"v cls
гл. кл.","пуч кабирцца́ра
ˌputʃ kabirˈtsːara",to dislike,не нравиться,"~ кабиццара
~ кабиццур",
,"n
сущ.","пуча́
puˈtʃa",scoundrel,мерзавец,пучабе,
,"n
сущ.","пу́штта
ˈpuʃtːa",post,почта,,
,"n
сущ.","пушу́кьан
puˈʃːukʼan",bubble,пузырь,пушукьне,
,"n
сущ.","пядяркка́
pædærˈkːa",present,подарок,"пядярккан-
пядярккне",
,"n
сущ.","пяйҡ
ˈpæjq",typhus,тиф,,
,"n
сущ.","пяҡ
ˈpæq",hit,удар,,
,"v cls
гл. кл.","пяҡра́ бикьо́ра
pæqˌra biˈkʼora",to flounder,барахтаться,,
,"n
сущ.","пяҡра́ бира́ра
pæqˌra biˈrara",to shake up,взбивать,"пяҡра барара
пяҡра барив",
,"n
сущ.","пяҡя́
pæˈqæ",bat,бита,"пяҡян-
пяҡне",
,"n
сущ.","пя́лҡу
ˈpælqu",ailanthus,айлант,,
,"n
сущ.","пянчра́
pæntʃˈra",splashing,плескание,,
,"n
сущ.","пяпяйкка́
pæpæjˈkːa",vest,жилет,"пяпяйккан-
пяпяйккне",
,"v cls
гл. кл.","пяр бикьо́ра
ˌpær biˈkʼora",to shine,сиять,,
,"v cls
гл. кл.","пяр цабикьо́ра
ˌpær tsabiˈkʼora",to wave,развеваться,,
,"n
сущ.","пярпяри́
pærpæˈri",pinwheel,вертушка,пярпярне,
,"n
сущ.","пя́рта
ˈpærta",desk,парта,"пяртан
пяртне",
,"n
сущ.","пятинкка́
pætinˈkːa",boot,ботинок,"пятинккан
пятинккне",
,"v cls
гл. кл.","пяш бирга́ра
ˌpæʃ birˈgara",to hiss,шипеть,"~ бигара
~ бижив",
,"v
гл.","пяш дира́ра
ˌpæʃ diˈrara",to spray,пшикать,"~ дарара
~ дарив",
,"adj
прил.","пяши́
pæˈʃːi",sickly,"нездоровый, бледный",,
,"n
сущ.","пяшкка́
pæʃˈkːa",pack,пачка,"пяшккан-
пяшккне",
,"adv
нар.","пя́ъя
ˈpæʔæ",there's no,нету,,
,"n
сущ.","пяь
ˈpæh",dust,пыль,пяьян-,
,"v cls
гл. кл.","пяь бира́ра
ˌpæh biˈrara",to shake out,вытряхивать,"~ барара
~ барив",
,"adj
прил.","пяьпя́ь
pæhˈpæh",total,"полный, суммарный",,
,"n
сущ.","пяьра́
pæhˈra",twitching,дергание,,
пп,,,,,,
,"n
сущ.","ппавли́кьан
pːavˈlikʼan",funnel,воронка,ппавликьне,
,"n
сущ.","ппадва́л
pːadˈval",basement,подвал,ппадвалте,
,"n
сущ.","ппа́ла
ˈpːala",wool,шерсть,"ппалин-
ппалме",
,"adj
прил.","ппамппу́
pːamˈpːu",plump,пухлый,,
,"n
сущ.","ппаппа́
pːaˈpːa",bread,хлеб,,
,"n
сущ.","ппаппа́ жу́же
pːaˈpːa ˌʒuʒe",snowdrop,подснежник,,
,"n
сущ.","ппаппли́н
pːapːˈlin",poplin,поплин,,
,"n
сущ.","ппарғу́м
pːarˈʁum",wagon,фургон,ппарғумте,
,"n
сущ.","ппере́ппа
pːeˈrepːa",needle,игла,"ппереппан-
ппирппне",
,"n
сущ.","ппиғликьа́н
pːiʁliˈkʼan",harmonica,зубная гармошка,ппиғликьне,
,"n
сущ.","ппи́ғя
ˈpːiʁæ",beetle,жук,"ппиғян-
ппиғне",
,"n
сущ.","ппи́ма
ˈpːima",bumblebee,шмель,"ппиман-
ппимре",
,"n
сущ.","ппиппи́
pːiˈpːi",shoes,обувь (дет.),,
,"n
сущ.","ппирппи́ған
pːirˈpːiʁan",spinning top,юла,ппирппиғне,
,"n
сущ.","ппиьа́м
pːiˈham",eyelash,ресница,ппиьме,
,"n
сущ.","ппуғ
ˈpːuʁ",fart,пердёж,ппуғне,
,"n
сущ.","ппул
ˈpːul",cycle,цикл,ппулме,
,"v cls
гл. кл.","ппур кабирга́ра
ˌpːur kabirˈgara",to despond,унывать,"~ кабигара
~ кабижив",
,"n
сущ.","ппуржи́н
pːurˈʒin",spring,пружина,ппуржинте,
,"n
сущ.","ппяғ
ˈpːæʁ",noise,шум,,
,"n
сущ.","ппяни́
pːæˈni",belt,пояс,ппяниппе,
,"n
сущ.","ппярҡ
ˈpːærq","sling
undercooked meat","швыряние
недожаренное мясо",,
,"v cls
гл. кл.","ппярҡ бикьо́ра
ˌpːærq biˈkʼora",to jerk,дрыгать,,
,"v cls
гл. кл.","ппярҡ бирга́ра
ˌpːærq birˈgara",to fly off,отлетать,"~ бигара
~ бижив",
,"n
сущ.","ппярҡу́чь
pːærˈqutʃʼ",slingshot,рогатка,ппярҡучье,
,"intj
межд.","ппяртт
ˈpːærtː",strong denial,сильное отрицание,,
,"n
сущ.","ппяь
ˈpːæh",fluff,пух,,
,"n
сущ.","ппяья́л
pːæˈhæl",feather,перо,ппяьле,
пь,,,,,,
,"adj
прил.","пьаҡь
ˈpʼaqʼ",abrupt,"резкий, внезапный",,
,"n
сущ.","пьаҡьа́
pʼaˈqʼa",spool,катушка,"пьаҡьан-
пьиҡьне",
,"n
сущ.","пьанҡь
ˈpʼanqʼ",impact,столкновение,,
,"v cls
гл. кл.","пьаь бикьо́ра
ˌpʼah biˈkʼora",to smoke,курить,,
,"n
сущ.","пьинҡьи́чь
pʼinˈqʼitʃʼ",snap fastener,кнопка,пьинҡьичье,
,"n
сущ.","пьипь
ˈpʼipʼ",short tail,короткий хвостик,пьипьре,
,"n
сущ.","пьирзи́кьан
pʼirˈzikʼan",fife,дудка,пьирзикьне,
,"n
сущ.","пьирҡь
ˈpʼirqʼ",click,щелчок,,
,"n
сущ.","пьуж
ˈpʼuʒ",jet,струя,,
,"v cls
гл. кл.","пьуж кабикьо́ра
ˌpʼuʒ kabiˈkʼora",to smolder,тлеть,,
,"v cls
гл. кл.","пьяж бикьо́ра
ˌpʼæʒ biˈkʼora",to fume,дымить,,
,"n
сущ.","пьяз
ˈpʼæz",buzz,жужжание,,
,"n
сущ.","пьяҡьи́кьан
pʼæˈqʼikʼan",blister,волдырь,пьяҡьикьне,
,"v cls
гл. кл.","пьяҡьра́ бира́ра
pʼæqʼˌra biˈrara",to whack,колотить,"~ барара
~ барив",
,"n
сущ.","пья́ҡья
ˈpʼæqʼæ",callus,мозоль,"пьяҡьян-
пьяҡьне",
,"n
сущ.","пьяҡьярҡьу́ть
pʼæqʼærˈqʼutʼ",skirmish,стычка,,
,"n
сущ.","пьялцьи́кь
pʼælˈtsʼikʼ",nut butter,урбеч,,
,"v cls
гл. кл.","пьянць кабикьо́ра
ˌpʼæntsʼ kabiˈkʼora",to chomp,чавкать,,
,"v cls
гл. кл.","пьянчь бирга́ра
ˌpʼæntʃʼ birˈgara",to splash,брызгаться,"~ бигара
~ бижив",
,"v
гл.","пьянчь урға́ра
ˌpʼæntʃʼ urˈʁara",to pop,выдавливать,"~ ағара
~ ағив",
,"adj
прил.","пьяпь
ˈpʼæpʼ",suspicious,подозрительный,,
,"n
сущ.","пья́пьян
ˈpʼæpʼæn",cherry,вишня,,
,"n
сущ.","пьяри́
pʼæˈriˈ",chatterbox,болтун,,
,"n adj
сущ. прил.","пьяць
ˈpʼætsʼ","imprint
sticky
flat","отпечаток
липкий
плоский",пьяцьне,
,"v cls
гл. кл.","пьяць бира́ра
ˌpʼætsʼ biˈrara",to slap,шлёпать,"~ барара
~ барив",
,"v cls
гл. кл.","пьяць кабира́ра
ˌpʼætsʼ kabiˈrara",to flatten,сплющивать,"~ кабарара
~ кабарив",
,"n
сущ.","пьяцьи́ш
pʼæˈtsʼiʃ",crucian carp,карась,пьяцьише,
,"n
сущ.","пьячьни́чь
pʼætʃʼˈnitʃʼ",eye pus,глазной гной,пьячьничье,
,"n
сущ.","пьяь
ˈpʼæh",kiss,поцелуй (дет.),,
р,,,,,,
,"ptcl
част.","ра
ˈra",and,и,,
,"n
сущ.","рабаза́н
rabaˈzan",ramadan,Рамадан,,
,"n
сущ.","рабу́чи
raˈbutʃi",worker,труженник,"рабучий-
рабучийте",
,"n
сущ.","равҡ
ˈravq",rush,напор,,
,"v cls
гл. кл.","равх бирга́ра
ˌravχ birˈgara",to combust,воспламеняться,"~ бигара
~ бижив",
,"v cls
гл. кл.","равч бикьо́ра
ˌravtʃ biˈkʼora",to storm,бушевать,,
,"v cls
гл. кл.","равч кабира́ра
ˌravtʃ kabiˈrara",to release hair,распускать волосы,"~ кабарара
~ кабарив",
,"n
сущ.","равчу́
ravˈtʃu",mane,грива,,
,"n
сущ.","рағ
ˈraʁ",bolt,затвор,рағре,
,"n
сущ.","раж
ˈraʒ",row,ряд,ражре,
,"adj
прил.","рази́
raˈzi",glad,довольный,,
,"v cls
гл. кл.","рази́ бира́ра
raˌzi biˈrara",to please,радовать,"~ барара
~ барив",
,"v cls
гл. кл.","рази́ бирка́ра
raˈzi birˌkara",to agree,соглашаться,"~ бикара
~ бичив",
,"n
сущ.","разиде́ҳ
raziˈdex",contentment,довольство,,
,"adj
прил.","рай
ˈraj",dependent,зависимый,,
,"v cls
гл. кл.","рай бирьо́ра
ˌraj birˈhora",to surrender,сдаваться,"~ биьора
~ биьяв",
,"n
сущ.","райъу́н
rajˈʔun",district,район,райъунте,
,"v cls
гл. кл.","раҡра́ҡ бикьо́ра
raqˌraq biˈkʼora",to gurgle,булькать,,
,"n
сущ.","ранг
ˈrang",color,цвет,ранге,
,"adj
прил.","ранг акко́р
ˌrang aˈkːor",colorless,бесцветный,,
,"n
сущ.","ратьа́л
raˈtʼal",6 pouds,6 фунтов,,
,"adj
прил.","рах
ˈraχ",sudden,внезапный,,
